id,name,year,teacher,language,cycle,ects,content,url,faculty,campus,program,programlinks,shift_score,shiftpatterns,climate_score,climate_patterns,SDG1,SDG2,SDG3,SDG4,SDG5,SDG6,SDG7,SDG8,SDG9,SDG10,SDG11,SDG12,SDG13,SDG14,SDG15,SDG16,SDG17
DROI0960-1,Droit de l'environnement,2020-2021 ,['Michel\xa0Delnoy'],['fr'],['master'],[5],"
L'enseignement est organisé au cours de l'année académique 2019-2020.



Jeune, le droit de l'environnement est, aujourd'hui encore plus qu'hier, en plein développement. Il n'est plus possible d'ignorer ses répercussions concrètes, tant ses destinataires - de l'entreprise à risque au simple citoyen, en passant par les pouvoirs publics eux-mêmes - sont nombreux et son contenu est exigeant. En témoignent, entre autres, les récentes législations européennes en matière, entre autres, de performance énergétique des bâtiments, d'assainissement des sols pollués, d'infractions et sanctions environnementales et de responsabilité environnementale.


Cette jeunesse et ce développement rendent difficile l'appréhension de cette matière en autodidacte par le juriste qui souhaite y consacrer sa profession, qu'il soit avocat, juge, juriste d'entreprise, fonctionnaire, conseiller en environnement, membre du mouvement associatif, etc. Le cours a pour objet de présenter un résumé structuré de cette matière.


Après avoir défini les contours du droit de l'environnement, il s'agit, dans un premier temps, d'en retracer brièvement les racines historiques et de faire la présentation des éléments qui le caractérisent par rapport aux autres domaines du droit, en faisant notamment appel à des concepts particuliers tels que le « patrimoine commun », le « développement durable », l'« intégration », la « participation », la « précaution », etc.


Cette introduction est suivie de trois grandes parties :


- les acteurs du droit de l'environnement : organes internationaux, européens, belges et wallons, associations, particuliers, etc. ;


- les instruments du droit de l'environnement : permis, plans, règlements, principes, sanctions, accès à l'information, participation, éducation, accès à la justice, etc. ;


- les domaines d'action du droit de l'environnement : protection de la faune et de la flore, protection de l'air et du climat, lutte contre le bruit, établissements classés, assainissement des sols pollués, etc.


Même si l'enseignement est, dans toute la mesure du possible, constamment remis à jour pour tenir compte des nombreuses modifications législatives et réglementaires que subit en permanence ce domaine juridique, il porte avant tout sur les principes et les règles générales et communes, qui sont davantage pérennes.",https://www.programmes.uliege.be/cocoon/20202021/cours/DROI0960-1.html,"['Faculté de Droit, Science politique et Criminologie']",['Liège Sart-Tilman'],"['Master en droit, à finalité']",,0.0032099975023971053,"{""developpement durable l"": 1, ""developpement durable"": 1}",0.0,{},0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0
HEVL0071-2,"Droit et économie, Economie générale",2020-2021 ,['Jérome\xa0Schoenmaeckers'],['fr'],['erasmus'],[2],"Cours d'économie générale:


Introduction


- le comportement du consommateur


- le comportement du producteur 


- concurrence parfaite et main invisible


- externalités et biens publics 


- rôle de l'Etat dans l'économie, taxation et régulation dans un monde mondialisé


- l'économie et le changement climatique",https://www.programmes.uliege.be/cocoon/20202021/cours/HEVL0071-2.html,['Faculté de Philosophie et Lettres'],[''],"[""Cours supplémentaires destinés aux étudiants d'échange - Erasmus (Faculté de Philosophie et Lettres)""]",,0.1387225414699425,"{""climatique"": 1, ""changement climatique"": 1}",0.21304799463510826,"{""changement climatique"": 1}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
HEVL0071-1,Droit et économie,2020-2021 ,"['Laura\xa0De\xa0Boeck', 'Jérome\xa0Schoenmaeckers']",['fr'],['bachelier'],[5],"
Introduction à l'étude du droit - droit civil

INTRODUCTION A L'ETUDE DU DROIT - DROIT CIVIL



 



Le cours vise à inculquer aux étudiants les principes de base du droit civil, qui forment l'assise d'une culture juridique élémentaire pour ce qui concerne les relations entre les individus. Seront successivement abordés le droit des personnes, le droit des successions, le droit des obligations et des contrats, le droit des biens, une introduction relative au système judiciaire belge, mais également le principe de la propriété intellectuelle. 



Economie générale
Cours d'économie générale:


Introduction


- le comportement du consommateur


- le comportement du producteur 


- concurrence parfaite et main invisible


- externalités et biens publics 


- rôle de l'Etat dans l'économie, taxation et régulation dans un monde mondialisé


- l'économie et le changement climatique",https://www.programmes.uliege.be/cocoon/20202021/cours/HEVL0071-1.html,['Faculté de Philosophie et Lettres'],['Liège Centre-ville'],['Bachelier en traduction et interprétation'],,0.06168389003153234,"{""climatique"": 1, ""changement climatique"": 1}",0.11211233758282248,"{""changement climatique"": 1}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
GEOG0661-1,Earth surface processes,2020-2021 ,['Aurelia\xa0Hubert'],['en'],"['master', 'master']","[4, 4]","Le cours comprend 4 parties.


La première partie reprend une introduction générale sur les différents composants de notre terre : la lithosphère (composition, type, propriétés physiques, séismes, rebond isostatique, tectonique des plaques), atmosphère (composition, structure, caractéristiques, bilan radiatif, rôle des gaz à effet de serre, transport d'énergie, généralité sur le vent et la circulation atmosphérique, perspective géologique du climat) et Hydrosphère (propriété de l'eau, propriétés physiques, composition océans), biosphère(fonction du climat).


La seconde partie porte sur la surface de la terre composée de roches ou de sédiments non consolidés avec 4 chapitres.


La troisième partie sur l'eau à la surface de la terre et la dernière sur les deux composantes à la surface de la terre, les versants et les rivières avec un mise en équation de ces processus.",https://www.programmes.uliege.be/cocoon/20202021/cours/GEOG0661-1.html,['Faculté des Sciences'],['Liège Sart-Tilman'],"['Master en sciences géographiques, orientation climatologie, à finalité', 'Master en sciences géographiques, orientation global change, à finalité']",,0.13229890652880452,"{""gaz serre transport"": 2, ""gaz serre"": 2}",0.0,{},0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
RAVT0002-1,Eco-éthologie et conservation de la faune,2020-2021 ,"['Fany\xa0Brotcorne', 'Pascal\xa0Poncin']",['fr'],['master'],[2],"Le cours vise à clarifier les rapports entre l'écologie comportementale et la biologie de la conservation. Le cours comporte trois parties : 1) définitions et introduction aux concepts propres aux deux disciplines (éco-éthologie et biologie de la conservation) et démonstration des interconnexions évidentes via des études de cas. 2) La seconde partie comportera une discussion des éléments principaux propres à l'écologie comportementale affectant l'élaboration de projet de conservation: connaissances de la biologie et écologie générale de l'espèce cible, organisation sociale, systèmes socio-reproductifs, type de migration des sexes, utilisation de l'habitat, fonctions écologiques de l'espèce. 3) La troisième partie du cours porte sur les méthodes utilisées pour quantifier les aspects comportementaux, avec des exercices pratiques via un stage didactique en zoo. L'évaluation du cours se fait sur base d'un rapport personnel en lien avec les exercices menés lors du stage (recherche comportementale), et une réflexion sur les aspects comportementaux de la conservation d'une espèce ou d'un groupe d'espèces au choix.",https://www.programmes.uliege.be/cocoon/20202021/cours/RAVT0002-1.html,['Gembloux Agro-Bio Tech'],['Gembloux'],"['Master : bioingénieur en gestion des forêts et des espaces naturels, à finalité']",,1.5254875879588954,"{""ecologiques espece partie"": 1, ""ecologiques espece"": 1, ""ecologiques"": 1, ""ecologie generale espece"": 1, ""ecologie generale"": 1, ""ecologie comportementale biologie"": 1, ""ecologie comportementale affectant"": 1, ""ecologie comportementale"": 1, ""ecologie"": 1}",0.0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
OCEA0043-3,Ecoéthologie des animaux marins,2020-2021 ,"['Sylvie\xa0Gobert', 'Christian\xa0Michel']",['fr'],['master'],[3],"L'éthologie s'intéresse aux comportements des animaux, y compris ceux de l'homme, dans des conditions de vie données mais variables (milieu naturel, conditions domestiques, en captivité, lors de tests, etc). Elle porte sur les comportements en eux mêmes, ainsi que sur ses causes et ses fonctions.


L'éco-éthologie étudie comment les comportements d'un individu, d'une population, voire d'une espèce peuvent être influencés, momentanément ou durablement, par les conditions environnementales : biotope, facteurs écologiques, conditions biocénotiques, etc.


Ce cours est dédié aux organismes et milieu marins.",https://www.programmes.uliege.be/cocoon/20202021/cours/OCEA0043-3.html,['Faculté des Sciences'],['Liège Sart-Tilman'],"['Master en biologie des organismes et écologie, à finalité']",,0.5573882266147004,"{""ecologiques conditions biocenotiques"": 1, ""ecologiques conditions"": 1, ""ecologiques"": 1}",0.0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GERE0034-1,"Echanges écosystèmes - atmosphère, sous changements climatiques",2020-2021 ,"['Bernard\xa0Heinesch', 'Bernard\xa0Longdoz', 'Youri\xa0Rothfuss']",['fr'],['master'],[6],"Le cours porte sur les échanges (flux) d'énergie, de CO2, H2O, CH4 et N2O, entre les écosystèmes terrestres et l'atmosphère. Plus précisément, les thèmes suivants sont abordés:


Thème 0 : Déterminants des flux


Thème 1 : Bilan énergétique


Thème 2 : Transport atmosphérique turbulent


Thème 3 : Bilan carbone


Thème 4 : Bilan hydrique


Thème 5 : Bilan azote


Thème 6 : Méthodologie de la mesure des échanges gazeux


Thème 7 : Utilisation des isotopes stables du carbone, de l'oxygène, de l'hydrogène et de l'azote


Les ordres de grandeurs des différents flux à l'interface ecosystème-atmosphère et des réservoirs de ces cycles, les déterminants de ces flux et la façon de les mesurer sont présentés dans les cours et travaux pratiques. Cela implique que plusieurs thématiques transversales sont abordées et utilisées: écophysiologie; physique, chimie et biologie du sol; hydrologie; micrométéorologie,...",https://www.programmes.uliege.be/cocoon/20202021/cours/GERE0034-1.html,['Gembloux Agro-Bio Tech'],['Gembloux'],"[""Master : bioingénieur en sciences et technologies de l'environnement, à finalité""]",,0.7662617183430547,"{""ecosystemes terrestres atmosphere"": 1, ""ecosystemes terrestres"": 1, ""ecosystemes"": 1, ""ecosysteme atmosphere reservoirs"": 1, ""ecosysteme atmosphere"": 1, ""ecosysteme"": 1, ""co2 h2o ch4"": 1, ""co2 h2o"": 1, ""co2"": 1}",0.0,{},0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ZOOL2000-1,"Ecologie, production et gestion des écosystèmes aquatiques",2020-2021 ,"['Célia\xa0Joaquim-Justo', 'Patrick\xa0Kestemont', 'Michaël\xa0Ovidio']",['fr'],['master'],[8],"
partim végétaux et analyse numérique
1/ Introduction


 2/ Phytoplancton


 

estimation de la biomasse 
photosynthèse : nutriments, lumière, température 
estimation de la production primaire 
 3/ Phytoplancton et les chaines trophiques


 4/ Exercice : estimation du PP et calcul de nombre de poissons soutenable


  


 Travaux pratiques : démonstration de l'approche Winkler


partim zooplancton et invertébrés
Ce partim du cours présente les principaux facteurs qui déterminent la productivité des invertébrés dans les écosystèmes aquatiques. Les aspects particuliers de la biologie des invertébrés planctoniques, groupes particulièrement importants lorsqu'on étudie la production secondaire des écosystèmes aquatiques, sont également abordés. Les méthodes de mesure de la production des invertébrés sont présentées et le dernier cours est consacré aux méthodes de production en masse d'invertébrés (aquaculture) notamment en relation avec les critères de qualité nutritive de la biomasse produite en vue d'une optimisation de la production et de la survie des larves de poissons.


partim gestion halieutique et biologie des pêches dans les eaux continentales
Les rivières des eaux continentales subissent de nombreuses pressions anthropiques qui ont des impacts majeurs sur les ressources halieutiques et les acivités de pêches, notamment dans les pays du Sud.


Le cours a pour objectif l'apprentissage des notions de bases de l'écologie des poissons des eaux continentales, qui sont nécessaires pour appréhender une gestion réfléchie et intégrée de leurs populations. 


Des solutions sont proposées pour concilier les usages et services rendus par les cours d'eau (hydroélectricité, navigation, irrigation, toursime, ...) et la protection des ressources halieutiques.",https://www.programmes.uliege.be/cocoon/20202021/cours/ZOOL2000-1.html,['Faculté des Sciences'],['Liège Sart-Tilman'],['Master de spécialisation en gestion des ressources aquatiques et aquaculture'],,0.8427522033410907,"{""ecosystemes aquatiques egalement"": 1, ""ecosystemes aquatiques aspects"": 1, ""ecosystemes aquatiques"": 1, ""ecosystemes"": 1, ""ecologie poissons eaux"": 1, ""ecologie poissons"": 1, ""ecologie"": 1}",0.0,{},0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
VETE0036-6,Ecologie appliquée aux animaux domestiques,2020-2021 ,['Jean-François\xa0Cabaraux'],['fr'],['bachelier'],[4],"Ce cours commence par donner les principes généraux de l'écologie et continue ensuite par présenter les caractéristiques du milieu de vie des animaux dans les élevages spécialisés en montrant en quoi ces caractéristiques peuvent avoir une influence sur leur bien-être, leur santé et leur niveau de production. Le cours évoque aussi l'influence que peut avoir la présence animale sur la qualité générale de l'environnement.


  


 Le cours comprend 30 h de cours théorique ainsi que 12h de travaux pratiques / exercices.


  


 Il traite :


 

des principes généraux de l'écologie ; 
du logement des animaux en général : la qualité de l'air, l'éclairage, le bruit, la bioclimatologie, l'isolation, la ventilation, le chauffage... ; 
des modalités d'hébergement spécifiques aux diverses catégories d'animaux domestiques ; 
de l'impact de l'environnement sur la santé animale et de l'animal sur la santé environnementale. 
  


 Les travaux pratiques / exercices fournissent une vision d'ensemble sur la matière en intégrant les données des différents chapitres.",https://www.programmes.uliege.be/cocoon/20202021/cours/VETE0036-6.html,['Faculté de Médecine Vétérinaire'],['Liège Sart-Tilman'],['Bachelier en médecine vétérinaire'],,0.8100307247434008,"{""ecologie logement animaux"": 1, ""ecologie logement"": 1, ""ecologie continue ensuite"": 1, ""ecologie continue"": 1, ""ecologie"": 1}",0.0,{},0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
BIOL2039-1,Ecologie des eaux douces,2020-2021 ,"['Anne\xa0Goffart', 'Véronique\xa0Goosse', 'Célia\xa0Joaquim-Justo']",['fr'],['bachelier'],[3],"S'appuyant sur les notions fondamentales d'écologie enseignées en 2ème bloc bachelier en biologie, l'écologie des eaux douces (systèmes lentiques et systèmes lotiques) est abordée par l'étude des principales communautés aquatiques et des relations communautés-environnement. 


Les notions relatives à la physico-chimie des eaux qui soutend la vie dans les écosystèmes aquatiques sera passée en revue avant que l'étude des organismes et écosystèmes aquatiques soit abordée


La structure et le fonctionnement des communautés phytoplanctoniques, à la base des chaînes alimentaires, sont présentés. La biologie des principaux organismes zooplanctoniques, la phénologie et la structure des communautes zooplanctoniques (lotiques et lentiques) seront également étudiées. La structure des peuplements de macro-invertébrés aquatiques est abordée ainsi que le rôle de ces organismes dans les chaînes trophiques dulçaquicoles.


Ces notions permettront aux étudiants d'appréhender le partage des ressources spatiales et alimentaires des espèces au sein de leur niche écologique dans le cadre d'une étude in situ dans le domaine de la station de Biologie de Paimpont (Bretagne). Ces données seront exploitées dans le cadre de l'évaluation de la qualité écologique et physico-chimiques des eaux continentales (systèmes lotiques et lentiques).",https://www.programmes.uliege.be/cocoon/20202021/cours/BIOL2039-1.html,['Faculté des Sciences'],['Liège Sart-Tilman'],['Bachelier en sciences biologiques'],,1.9278718463778683,"{""ecosystemes aquatiques passee"": 1, ""ecosystemes aquatiques abordee"": 1, ""ecosystemes aquatiques"": 1, ""ecosystemes"": 1, ""ecologique physico -"": 1, ""ecologique physico"": 1, ""ecologique cadre etude"": 1, ""ecologique cadre"": 1, ""ecologique"": 1, ""ecologie enseignees 2eme"": 1, ""ecologie enseignees"": 1, ""ecologie eaux douces"": 1, ""ecologie eaux"": 1, ""ecologie"": 1}",0.0,{},0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
ZOOL0232-1,"Ecologie, éthologie et conservation des amphibiens",2020-2021 ,['Mathieu\xa0Denoël'],['fr'],['master'],[3],"Le cours consiste en une introduction à l'écologie, l'éthologie et la conservation des amphibiens. Il est à l'interface entre sciences fondamentales et appliquées : de la connaissance à la protection des espèces. Il englobe ainsi des concepts qui peuvent s'appliquer d'une manière générale aux organismes des eaux douces. Le cours se décline entre une présentation de la diversité des espèces d'amphibiens principalement des régions tempérées ; une synthèse de leurs particularités biologiques : cycle de vie, diversité intraspécifique (hétérochronie), habitat, régime alimentaire, comportement reproducteur, perception sensorielle ; une analyse de leur statut et déclin en fonction des facteurs de risque : modification des habitats, polluants, espèces invasives, maladies émergentes. Enfin, le coeur du cours consiste en un volet intégratif et participatif avec la classe afin d'approfondir des thématiques liées à la conservation des amphibiens.",https://www.programmes.uliege.be/cocoon/20202021/cours/ZOOL0232-1.html,['Faculté des Sciences'],['Liège Sart-Tilman'],"['Master en biologie des organismes et écologie, à finalité']",,0.4193974319235333,"{""ecologie ethologie conservation"": 1, ""ecologie ethologie"": 1, ""ecologie"": 1}",0.0,{},0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
GBLX2139-1,Ecologie du paysage,2020-2021 ,['Jan\xa0Bogaert'],['fr'],['bachelier'],[3],"Les concepts de base de l'écologie du paysage, dont l'échelle spatiale, la structure spatiale, la composition du paysage, la configuration du paysage, l'analyse des aires et des formes des taches et leur dispersion spatiale. Les cours théoriques seront complétés par des travaux pratiques en groupe, soit de type théorique, soit sur le terrain pour illustrer les concepts enseignés. Le contenu du cours peut être modifié en fonction d'opportunités ou de contraintes scientifiques ou pédagogiques.",https://www.programmes.uliege.be/cocoon/20202021/cours/GBLX2139-1.html,['Gembloux Agro-Bio Tech'],['Gembloux'],['Bachelier architecte paysagiste'],,0.5958629076090881,"{""ecologie paysage echelle"": 1, ""ecologie paysage"": 1, ""ecologie"": 1}",0.0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OCEA0050-1,Ecologie du benthos méditerranéen,2020-2021 ,"['Sylvie\xa0Gobert', 'Mathieu\xa0Poulicek']",['fr'],['master'],[3],"Le benthos marin est l'ensemble des organismes qui vivent en association étroite avec le fond des mers, des océans. Animaux ou végétaux, micro ou macro, endo ou épibenthos, distribués depuis les zones littorales jusqu'aux zones hadales, le benthos regroupent une multitude d'espèces.


 Le milieu côtier Corse méditerranéen est très riche et largement préservé des activités anthropiques. Le cours est axé sur une approche pratique de la connaissance de ce milieu.


 Durant cette semaine de stage pratique, les étudiants doivent élaborer un protocole expérimental lié à une problématique écologique du benthos méditerranéen, acquérir les résultats, les présenter et les critiquer lors d'une présentation orale (à la fin du stage).",https://www.programmes.uliege.be/cocoon/20202021/cours/OCEA0050-1.html,['Faculté des Sciences'],['Liège Sart-Tilman'],"['Master en biologie des organismes et écologie, à finalité']",,0.4558315021427837,"{""ecologique benthos mediterraneen"": 1, ""ecologique benthos"": 1, ""ecologique"": 1}",0.0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
BIOL2213-1,Ecologie comportementale,2020-2021 ,['Mathieu\xa0Denoël'],['fr'],"['master', 'master']","[3, 3]","Le fil conducteur du cours tient en l'explication fonctionnelle de la manière dont réagissent les animaux dans des situations environnementales variées. Le cours expliquera ainsi comment les comportements contribuent à la survie et au succès reproducteur des individus et ainsi comment les différentes tactiques et stratégies observées ont pu être sélectionnées. Les notions d'optimalité et de maximalisation seront ainsi au centre des préoccupations. Après une introduction générale, les enseignements s'articuleront autour de trois grands thèmes : l'exploitation des ressources, les systèmes de reproduction et les interactions sociales.


- Le premier chapitre consiste en une présentation des grands concepts et méthodes de l'écologie comportementale. Il sert ainsi de rappel de notions de base essentielles à la compréhension du cours, mais il vise aussi à montrer l'originalité de l'écologie comportementale et en particulier son aspect rigoureux au travers de la prise en compte de mesures quantitatives, de l'obtention d'informations par observation et expérimentation et par la modélisation théorique et mathématique. 


- Le deuxième chapitre vise à expliquer le choix des sites d'alimentation, des items alimentaires et de l'habitat de reproduction.


- Le troisième chapitre, principal élément du cours, présente tout ce qui tourne autour de la reproduction et plus particulièrement de la sélection sexuelle : dimorphisme sexuel, choix des partenaires, compétition intra-sexuelle, rôle des sexes, information publique, systèmes d'appariement (polygynie, polyandrie, monogamie), tactiques reproductrices alternatives et compétition spermatique.


- Le quatrième chapitre met l'accent sur l'animal en interaction avec les autres membres de son espèce (soins parentaux, vie en groupe, coopération et altruisme)",https://www.programmes.uliege.be/cocoon/20202021/cours/BIOL2213-1.html,"['Faculté des Sciences', ""Faculté de Psychologie, Logopédie et Sciences de l'Education""]","['Liège Sart-Tilman', 'Liège Sart-Tilman']","['Master en biologie des organismes et écologie, à finalité', 'Master en sciences psychologiques, à finalité']",,0.6159740511971153,"{""ecologie comportementale sert"": 1, ""ecologie comportementale aspect"": 1, ""ecologie comportementale"": 1, ""ecologie"": 1}",0.0,{},0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BIOL2038-1,Ecologie et microbiologie des sols,2020-2021 ,['Monique\xa0Carnol'],['fr'],['bachelier'],[3],"
Table des matières



Ce cours d'écologie et de microbiologie du sol aborde trois thématiques principales:




 

Module 1: Comment fait-on de l'écologie? - approche scientifique 
Module 2: Ecologie des sols 
Module 3: Ecologie microbienne et cycles biogéochimiques 
 
Description du cours


S'appuyant sur les notions fondamentales d'écologie enseignées au 2ème bloc de bachelier, l'étudiant est amené tout d'abord à s'interroger sur la signification de l'écologie scientifique. Il s'ensuit une réflexion sur les méthodes d'études en écologie et sur les démarches indispensables (démarche scientifique, stratégies d'échantillonnage) pour acquérir des connaissances objectives. Cet enseignement pose les bases de l'approche scientifique, qui est appliquée dans d'autres cours du cursus et est utile à la réalisation du mémoire de fin d'études. L'écologie des sols porte sur les composantes abiotiques et biotiques des sols, ainsi que sur l'interaction de ces deux composantes. La dernière partie du cours porte sur le rôle des micro-organismes dans les cycles biogéochimiques, les conséquences de leurs actions sur l'environnement et leur utilisation dans quelques exemples pratiques.


L'ensemble des thématiques est abordé lors de l'excursion de terrain et aux travaux pratiques.



REMARQUE:



Dans le cadre de votre formation universitaire, vous pouvez disposer légalement des supports mis à votre disposition (pdf Power Points, vidéos, podcasts, etc.) protégés par droit d'auteur. Ces supports ont pour seule vocation d'être utilisés par les étudiants dans le cadre de leur cursus au sein de l'Université de Liège. Aucun autre usage ni diffusion ne sont autorisés, sous peine de constituer une violation de la Loi du 30 juin 1994 relative au droit d'auteur. Si les  ressources se retrouvaient en accès libre sur le web, le responsable serait exposé à des poursuites judiciaires.",https://www.programmes.uliege.be/cocoon/20202021/cours/BIOL2038-1.html,['Faculté des Sciences'],['Liège Sart-Tilman'],['Bachelier en sciences biologiques'],,2.449385416090043,"{""ecologie sols porte"": 1, ""ecologie sols ecologie"": 1, ""ecologie sols"": 1, ""ecologie scientifique ensuit"": 1, ""ecologie scientifique"": 1, ""ecologie microbiologie sol"": 1, ""ecologie microbiologie"": 1, ""ecologie microbienne cycles"": 1, ""ecologie microbienne"": 1, ""ecologie enseignees 2eme"": 1, ""ecologie enseignees"": 1, ""ecologie demarches indispensables"": 1, ""ecologie demarches"": 1, ""ecologie approche scientifique"": 1, ""ecologie approche"": 1, ""ecologie"": 1}",0.0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZOOL2021-1,Ecologie et dynamique des populations de poissons d'eau douce,2020-2021 ,"['Michaël\xa0Ovidio', 'Michaël\xa0Ovidio']",['fr'],['master'],[3],"
Théorie
Le cours aborde les notions théoriques et les outils pratiques-technologiques qu'il est important de maîtriser pour appréhender l'étude de l'écologie et de la dynamique des populations des poissons dans les eaux continentales, à l'échelle de l'individu et de la population.


Pratique
Cet partie d' enseignement, essentiellement pratique, consiste en des participations à des activités de recherche sur le terrain avec des membres de l'équipe du Laboratoire de Démographie des Poissons et d'Hydroécologie, en lien avec la thématique de l'écologie des poissons des eaux continentales.",https://www.programmes.uliege.be/cocoon/20202021/cours/ZOOL2021-1.html,['Faculté des Sciences'],['Liège Sart-Tilman'],"['Master en biologie des organismes et écologie, à finalité']",,1.0420613942604646,"{""ecologie poissons eaux"": 1, ""ecologie poissons"": 1, ""ecologie dynamique populations"": 1, ""ecologie dynamique"": 1, ""ecologie"": 1}",0.0,{},0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
OCEA0144-1,Ecology of the coral reefs,2020-2021 ,['Mathieu\xa0Poulicek'],['en'],"['master', 'master']","[3, 3]","Le cours consiste en une mise au point synthétique sur les cnidaires récifaux (morphologie, biologie, systématique, fonctionnement des symbioses, essentiellement en eaux chaudes) avant d'aborder différentes facettes de la structure et du fonctionnement des récifs coralliens : émergence paléontologique du phénomène récifal, structure et zonation d'un récif,  évolution géologique des structures récifales (récifs frangeant, barrière, plateau et atolls), zoogéographie des récifs coralliens, communautés animales associées au différentes niches écologiques, fonctionnement trophique du récif, ...
Le cours se termine par un aperçu socio-économique de l'importance des récifs et les dangers qui les guettent (impact des activités touristiques, ""global change"", blanchiment et autres pathologies, surexploitation des ressources, ... )",https://www.programmes.uliege.be/cocoon/20202021/cours/OCEA0144-1.html,"['Faculté des Sciences', 'Faculté des Sciences']","['Liège Sart-Tilman', 'Liège Sart-Tilman']","['Master en biologie des organismes et écologie, à finalité', 'Master en océanographie, à finalité']",,0.422502938127435,"{""ecologiques fonctionnement trophique"": 1, ""ecologiques fonctionnement"": 1, ""ecologiques"": 1}",0.0,{},1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
HORT0015-1,Ecologie urbaine et du paysage,2020-2021 ,['Jan\xa0Bogaert'],['fr'],['bachelier'],[5],"Les concepts de base de l'écologie du paysage, dont l'échelle spatiale, la structure spatiale, la composition du paysage, la configuration du paysage, l'analyse des aires et des formes des taches et leur dispersion spatiale. Le cours a pour but de familiariser les étudiants avec les notions de l'écologie applicables aux (éco)systèmes urbains; de présenter une vision écologique et écosystémique des systèmes urbains; d'étudier les villes comme éléments paysagers. Le cours repose sur le principe qu'une zone urbaine peut être considérée à la fois comme une tache paysagère introduite et comme une matrice anthropique. L'objectif pédagogique est d'offrir un enseignement conceptuel et académique, dans lequel l'étudiant est invité à développer une vision originale du fonctionnement écologique des paysages urbains sur base des principes expliqués lors des enseignements. Les cours théoriques seront complétés par des travaux pratiques en groupe, soit de type théorique, soit sur le terrain pour illustrer les concepts enseignés. Le contenu du cours peut être modifié en fonction d'opportunités ou de contraintes scientifiques ou pédagogiques.",https://www.programmes.uliege.be/cocoon/20202021/cours/HORT0015-1.html,['Gembloux Agro-Bio Tech'],['Gembloux'],['Bachelier architecte paysagiste'],,1.9662887052654388,"{""ecosystemique systemes urbains"": 1, ""ecosystemique systemes"": 1, ""ecosystemique"": 1, ""ecologique paysages urbains"": 1, ""ecologique paysages"": 1, ""ecologique ecosystemique systemes"": 1, ""ecologique ecosystemique"": 1, ""ecologique"": 1, ""ecologie paysage echelle"": 1, ""ecologie paysage"": 1, ""ecologie applicables eco)systemes"": 1, ""ecologie applicables"": 1, ""ecologie"": 1}",0.0,{},0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
HORT0014-2,Ecologie urbaine,2020-2021 ,['Jan\xa0Bogaert'],['fr'],['master'],[2],"Le cours a pour but de familiariser les étudiants avec les notions de l'écologie applicables aux (éco)systèmes urbains; de présenter une vision écologique et écosystémique des systèmes urbains; d'étudier les villes comme éléments paysagers. Le cours repose sur le principe qu'une zone urbaine peut être considérée à la fois comme une tache paysagère introduite et comme une matrice anthropique. Les cours théoriques sont complétés par des exercices individuels ou en groupe. Des visites sur le terrain (en autonomie ou encadrées) peuvent faire partie de l'approche pédagogique. L'objectif pédagogique est d'offrir un enseignement conceptuel et académique, dans lequel l'étudiant est invité à développer une vision originale du fonctionnement écologique des paysages urbains sur base des principes expliqués lors des enseignements. Le contenu du cours peut changer en fonction de contraintes ou opportunités pédagogiques ou scientifiques.",https://www.programmes.uliege.be/cocoon/20202021/cours/HORT0014-2.html,['Gembloux Agro-Bio Tech'],['Gembloux'],['Master de spécialisation en production intégrée et préservation des ressources naturelles en milieu urbain et péri-urbain'],,1.7473754327638342,"{""ecosystemique systemes urbains"": 1, ""ecosystemique systemes"": 1, ""ecosystemique"": 1, ""ecologique paysages urbains"": 1, ""ecologique paysages"": 1, ""ecologique ecosystemique systemes"": 1, ""ecologique ecosystemique"": 1, ""ecologique"": 1, ""ecologie applicables eco)systemes"": 1, ""ecologie applicables"": 1, ""ecologie"": 1}",0.0,{},0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
