id,climate,energy,environment,durability,total
pavo-nederlands-anderstaligen,0,0,0,0,0
digital-text-analysis,0,0,0,0,0
master-conservatie-restauratie-master,2,0,0,1,2
cultuurmanagement-studeren-master,0,0,0,0,0
master-neurosciences-research-master,0,0,0,0,0
master-infectious-diseases-research-master,0,0,0,0,0
chemie-studeren-bac,1,0,0,1,1
communicatiewetenschappen-studeren-bac,4,1,0,3,4
master-global-change-biology-master,12,0,3,1,14
master-biology-master,8,0,2,0,8
master-biomedische-moleculair-master,0,0,0,0,0
master-biomedische-milieu-gezondheid-master,1,0,2,1,2
master-biomedische-klinisch-master,0,0,0,0,0
master-biochemie-biotechnologie-master,0,0,0,0,0
business-economics,0,0,0,0,0
bio-ingenieur-worden-bac,2,1,5,2,7
biologie-studeren-bac,2,0,4,3,7
bachelor-biomedische-wetenschappen-bac,1,0,0,1,1
bachelor-biochemie-bac,1,0,1,1,2
postgraduate-algology,0,0,0,0,0
pavo-aansprakelijkheidsrecht,0,0,0,0,0
pavo-adviseur-gevaarlijke-stoffen,0,0,0,0,0
manama-arbeidsgeneeskunde,0,0,0,0,0
architectuur-studeren-master,2,1,2,3,5
architectuur-studeren-bac,2,0,1,2,3
